epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,17297.7,1.46607,1.411,1.49647,0.65027,0.58858,0.61854,0.33207,1.62472,1.55037,1.60734,0.005248,0.005248,0.005248
50,17648.2,1.4612,1.39619,1.49104,0.65225,0.58968,0.62004,0.33226,1.62477,1.54896,1.60713,0.005149,0.005149,0.005149
51,17999.9,1.45659,1.38424,1.48536,0.65388,0.58957,0.61984,0.33233,1.62423,1.54771,1.60696,0.00505,0.00505,0.00505
52,18351.1,1.45296,1.37389,1.47863,0.6548,0.58944,0.62098,0.33267,1.62408,1.54688,1.60688,0.004951,0.004951,0.004951
53,18702.3,1.44585,1.37302,1.47474,0.65604,0.58716,0.6219,0.33308,1.62449,1.54592,1.60684,0.004852,0.004852,0.004852
54,19053.5,1.44636,1.36356,1.47294,0.66026,0.58419,0.62252,0.33345,1.62534,1.54397,1.60712,0.004753,0.004753,0.004753
55,19404.9,1.44319,1.35028,1.4692,0.66162,0.58551,0.62178,0.33336,1.62572,1.54291,1.60707,0.004654,0.004654,0.004654
56,19756.2,1.44281,1.34757,1.46754,0.66029,0.58711,0.6228,0.33345,1.62592,1.54214,1.60661,0.004555,0.004555,0.004555
57,20108.1,1.42826,1.34063,1.46177,0.6614,0.58654,0.62316,0.3337,1.62639,1.54043,1.60654,0.004456,0.004456,0.004456
58,20458.4,1.42284,1.3218,1.45574,0.66125,0.58756,0.62314,0.33394,1.62757,1.54001,1.60732,0.004357,0.004357,0.004357
59,20810.1,1.42259,1.32155,1.45551,0.66069,0.58806,0.62384,0.33395,1.62881,1.53994,1.60767,0.004258,0.004258,0.004258
60,21161.8,1.41501,1.30842,1.45222,0.66393,0.58544,0.62289,0.33435,1.62932,1.53887,1.60757,0.004159,0.004159,0.004159
61,21513.9,1.41121,1.29467,1.4469,0.66303,0.58652,0.62357,0.33447,1.63,1.53772,1.60809,0.00406,0.00406,0.00406
62,21865.6,1.41073,1.28939,1.44703,0.66397,0.58618,0.62333,0.33445,1.63095,1.53719,1.60882,0.003961,0.003961,0.003961
63,22218.1,1.40278,1.27468,1.43894,0.65948,0.58913,0.62389,0.33451,1.63181,1.53545,1.60932,0.003862,0.003862,0.003862
64,22571.1,1.38919,1.26284,1.42948,0.65929,0.58902,0.62458,0.33467,1.63291,1.53474,1.61012,0.003763,0.003763,0.003763
65,22924.1,1.38923,1.26051,1.43156,0.65949,0.58911,0.62453,0.33479,1.63366,1.53384,1.61037,0.003664,0.003664,0.003664
66,23277.5,1.37733,1.23627,1.41666,0.66126,0.58816,0.62461,0.33483,1.63375,1.53384,1.61069,0.003565,0.003565,0.003565
67,23630.6,1.3757,1.23547,1.41993,0.66192,0.58815,0.62523,0.33559,1.63464,1.53331,1.61123,0.003466,0.003466,0.003466
68,23983.1,1.3789,1.23852,1.41606,0.66382,0.58815,0.62566,0.33563,1.63577,1.53289,1.61196,0.003367,0.003367,0.003367
69,24335.1,1.37347,1.22268,1.41566,0.66605,0.58951,0.62593,0.33572,1.6365,1.53234,1.61238,0.003268,0.003268,0.003268
70,24687.8,1.36412,1.21346,1.40789,0.66769,0.58952,0.62647,0.33551,1.63825,1.53221,1.61301,0.003169,0.003169,0.003169
71,25040.1,1.35535,1.19275,1.39836,0.6684,0.58953,0.62663,0.33587,1.63903,1.53177,1.61378,0.00307,0.00307,0.00307
72,25392.2,1.34923,1.1862,1.39336,0.66779,0.59022,0.62652,0.33602,1.64052,1.53188,1.614,0.002971,0.002971,0.002971
73,25745.1,1.34399,1.17642,1.38493,0.67062,0.58834,0.62703,0.33614,1.64173,1.53065,1.61453,0.002872,0.002872,0.002872
74,26097.1,1.33706,1.1627,1.38456,0.66863,0.589,0.62748,0.33595,1.64318,1.53094,1.61498,0.002773,0.002773,0.002773
75,26449.9,1.32922,1.1534,1.37892,0.6682,0.58917,0.62734,0.33586,1.64375,1.53032,1.61505,0.002674,0.002674,0.002674
76,26801.8,1.3239,1.15292,1.37888,0.66572,0.59041,0.62714,0.33581,1.64542,1.53055,1.61601,0.002575,0.002575,0.002575
77,27153.6,1.31873,1.13619,1.37257,0.66334,0.5916,0.62704,0.33561,1.64688,1.52966,1.61714,0.002476,0.002476,0.002476
78,27506.5,1.31679,1.12585,1.36778,0.66877,0.5899,0.62726,0.33557,1.64817,1.52948,1.61806,0.002377,0.002377,0.002377
79,27859.2,1.30799,1.12236,1.36148,0.66813,0.59037,0.62762,0.33584,1.64982,1.52945,1.61877,0.002278,0.002278,0.002278
80,28212.2,1.2971,1.10272,1.35696,0.67259,0.58682,0.62666,0.33562,1.6513,1.52932,1.61974,0.002179,0.002179,0.002179
81,28564.9,1.29862,1.10572,1.35554,0.67446,0.58409,0.62636,0.33581,1.65256,1.52914,1.62091,0.00208,0.00208,0.00208
82,28917.7,1.28284,1.09202,1.3476,0.67354,0.58358,0.62681,0.33583,1.65476,1.529,1.62226,0.001981,0.001981,0.001981
83,29270.2,1.27861,1.0751,1.34141,0.67368,0.58327,0.62548,0.33559,1.65676,1.52949,1.62312,0.001882,0.001882,0.001882
84,29623,1.26774,1.06157,1.33324,0.67486,0.58316,0.62601,0.33539,1.65844,1.52928,1.62457,0.001783,0.001783,0.001783
85,29976.3,1.26605,1.06407,1.33558,0.67906,0.58084,0.62592,0.33523,1.66094,1.5293,1.62696,0.001684,0.001684,0.001684
86,30329.1,1.25826,1.04781,1.3278,0.67971,0.58143,0.62572,0.33509,1.66286,1.53014,1.62797,0.001585,0.001585,0.001585
87,30682.5,1.25141,1.03649,1.32205,0.68364,0.57882,0.62599,0.33545,1.66486,1.53105,1.6292,0.001486,0.001486,0.001486
88,31036,1.25314,1.03705,1.32047,0.6811,0.58017,0.62599,0.33541,1.66641,1.53191,1.63021,0.001387,0.001387,0.001387
89,31389.3,1.23458,1.01425,1.30893,0.68309,0.57877,0.62567,0.33536,1.66845,1.53425,1.6318,0.001288,0.001288,0.001288
90,31743,1.23112,1.00401,1.30731,0.68422,0.57908,0.62612,0.33519,1.67083,1.53651,1.63315,0.001189,0.001189,0.001189
91,32099.3,1.22428,0.9093,1.32699,0.68233,0.58149,0.62579,0.33546,1.67311,1.53873,1.63519,0.00109,0.00109,0.00109
92,32451.6,1.20228,0.8783,1.31261,0.68099,0.58196,0.62536,0.33481,1.67541,1.54029,1.63703,0.000991,0.000991,0.000991
93,32804.7,1.18741,0.86342,1.30033,0.68019,0.58255,0.6253,0.33434,1.67806,1.54285,1.63908,0.000892,0.000892,0.000892
